id,gene_symbol,gene_name,entrez_gene_id,homologene_group_id
15325,Htr1a,5-hydroxytryptamine (serotonin) receptor 1A,15550,20148
15326,Htr1b,5-hydroxytryptamine (serotonin) receptor 1B,15551,669
15327,Htr1d,5-hydroxytryptamine (serotonin) receptor 1D,15552,20240
15332,Htr1f,5-hydroxytryptamine (serotonin) receptor 1F,15557,37361
15333,Htr2a,5-hydroxytryptamine (serotonin) receptor 2A,15558,68073
15334,Htr2b,5-hydroxytryptamine (serotonin) receptor 2B,15559,55492
15335,Htr2c,5-hydroxytryptamine (serotonin) receptor 2C,15560,20242
15336,Htr3a,5-hydroxytryptamine (serotonin) receptor 3A,15561,671
36293,Htr3b,5-hydroxytryptamine (serotonin) receptor 3B,57014,38131
15337,Htr4,5 hydroxytryptamine (serotonin) receptor 4,15562,20243
15338,Htr5a,5-hydroxytryptamine (serotonin) receptor 5A,15563,22461
15339,Htr5b,5-hydroxytryptamine (serotonin) receptor 5B,15564,74951
15340,Htr6,5-hydroxytryptamine (serotonin) receptor 6,15565,673
15341,Htr7,5-hydroxytryptamine (serotonin) receptor 7,15566,20244
15669,Icam2,intercellular adhesion molecule 2,15896,675
15671,Icam5,"intercellular adhesion molecule 5, telencephalin",15898,2447
15674,Id1,inhibitor of DNA binding 1,15901,1631
15675,Id2,inhibitor of DNA binding 2,15902,1632
15676,Id3,inhibitor of DNA binding 3,15903,1633
15677,Id4,inhibitor of DNA binding 4,15904,1186
15732,Ifit3,interferon-induced protein with tetratricopeptide repeats 3,15959,128285
15773,Igf1,insulin-like growth factor 1,16000,515
15774,Igf1r,insulin-like growth factor I receptor,16001,30997
15775,Igf2,insulin-like growth factor 2,16002,510
15779,Igfbp1,insulin-like growth factor binding protein 1,16006,498
15781,Igfbp2,insulin-like growth factor binding protein 2,16008,499
15782,Igfbp3,insulin-like growth factor binding protein 3,16009,500
15783,Igfbp4,insulin-like growth factor binding protein 4,16010,1192
15784,Igfbp5,insulin-like growth factor binding protein 5,16011,56489
15785,Igfbp6,insulin-like growth factor binding protein 6,16012,1641
29552,Igfbp7,insulin-like growth factor binding protein 7,29817,1193
86416,Igfn1,immunoglobulin-like and fibronectin type III domain containing 1,226438,130054
47899,Igsf5,"immunoglobulin superfamily, member 5",72058,12437
22535,Ikzf1,IKAROS family zinc finger 1,22778,55948
42986,Ikzf5,IKAROS family zinc finger 5,67143,23363
15937,Il13ra1,"interleukin 13 receptor, alpha 1",16164,1198
15943,Il16,interleukin 16,16170,18157
15950,Il1r1,"interleukin 1 receptor, type I",16177,677
15968,Il6st,interleukin 6 signal transducer,16195,1645
16095,Inha,inhibin alpha,16322,1652
16096,Inhba,inhibin beta-A,16323,1653
16097,Inhbb,inhibin beta-B,16324,1654
16098,Inhbc,inhibin beta-C,16325,21142
16099,Inhbe,inhibin beta E,16326,7381
16102,Inpp1,inositol polyphosphate-1-phosphatase,16329,1655
87845,Inpp4b,"inositol polyphosphate-4-phosphatase, type II",234515,20832
23672,Insl5,insulin-like 5,23919,48350
27101,Insl6,insulin-like 6,27356,5197
32944,Insm1,insulinoma-associated 1,53626,31080
16110,Insr,insulin receptor,16337,20090
23673,Insrr,insulin receptor-related receptor,23920,56539
16121,Invs,inversin,16348,7786
16135,Irf1,interferon regulatory factor 1,16362,1658
16136,Irf2,interferon regulatory factor 2,16363,1659
16143,Irs4,insulin receptor substrate 4,16370,2673
16144,Irx1,Iroquois related homeobox 1 (Drosophila),16371,19065
16145,Irx2,Iroquois related homeobox 2 (Drosophila),16372,56490
16146,Irx3,Iroquois related homeobox 3,16373,7385
30400,Irx4,Iroquois related homeobox 4 (Drosophila),50916,9485
33643,Irx5,Iroquois related homeobox 5 (Drosophila),54352,38105
40980,Irx6,Iroquois related homeobox 6 (Drosophila),64379,41481
16165,Isl1,"ISL1 transcription factor, LIM/homeodomain",16392,1661
68525,Isl2,insulin related protein 2 (islet 2),104360,10730
42150,Isoc1,isochorismatase domain containing 1,66307,9361
47438,Isx,intestine specific homeobox,71597,28312
16173,Itga3,integrin alpha 3,16400,21129
16174,Itga4,integrin alpha 4,16401,37364
16182,Itgam,integrin alpha M,16409,526
16183,Itgav,integrin alpha V,16410,20510
16185,Itgb1,integrin beta 1 (fibronectin receptor beta),16412,22999
16189,Itgb3,integrin beta 3,16416,55444
107845,Itgb8,integrin beta 8,320910,18567
85894,Itgbl1,"integrin, beta-like 1",223272,3519
16199,Itih3,"inter-alpha trypsin inhibitor, heavy chain 3",16426,1669
16202,Itln1,intelectin 1 (galactofuranose binding),16429,128658
143285,Itlnb,intelectin b,493583,
16211,Itpr1,"inositol 1,4,5-trisphosphate receptor 1",16438,1673
16216,Itsn1,intersectin 1 (SH3 domain protein 1A),16443,2277
16222,Jag1,jagged 1,16449,180
16223,Jag2,jagged 2,16450,1677
58180,Jam3,junction adhesion molecule 3,83964,11338
87350,Jazf1,JAZF zinc finger 1,231986,18291
57385,Jdp2,Jun dimerization protein 2,81703,12787
72988,Jmjd1c,jumonji domain containing 1C,108829,3129
16242,Jrk,jerky,16469,2762
16249,Jun,jun proto-oncogene,16476,1679
16251,Jund,jun D proto-oncogene,16478,3910
85129,Kat7,K(lysine) acetyltransferase 7,217127,5134
16258,Kcna1,"potassium voltage-gated channel, shaker-related subfamily, member 1",16485,183
16263,Kcna2,"potassium voltage-gated channel, shaker-related subfamily, member 2",16490,21034
16270,Kcnab1,"potassium voltage-gated channel, shaker-related subfamily, beta member 1",16497,56491
16272,Kcnab3,"potassium voltage-gated channel, shaker-related subfamily, beta member 3",16499,55844
62911,Kcnb2,"potassium voltage gated channel, Shab-related subfamily, member 2",98741,31263
92471,Kcnc2,"potassium voltage gated channel, Shaw-related subfamily, member 2",268345,71199
16277,Kcnc3,"potassium voltage gated channel, Shaw-related subfamily, member 3",16504,3650
16281,Kcnd2,"potassium voltage-gated channel, Shal-related family, member 2",16508,40828
42576,Kcng4,"potassium voltage-gated channel, subfamily G, member 4",66733,23553
82041,Kcnh7,"potassium voltage-gated channel, subfamily H (eag-related), member 7",170738,13249
56676,Kcnip2,Kv channel-interacting protein 2,80906,86999
16288,Kcnj12,"potassium inwardly-rectifying channel, subfamily J, member 12",16515,7793
16295,Kcnj6,"potassium inwardly-rectifying channel, subfamily J, member 6",16522,1688
16299,Kcnk2,"potassium channel, subfamily K, member 2",16526,7794
37365,Kcnmb4,"potassium large conductance calcium-activated channel, subfamily M, beta member 4",58802,8721
79905,Kcnn2,"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2",140492,23150
75016,Kcnq3,"potassium voltage-gated channel, subfamily Q, member 3",110862,20949
88550,Kctd12,potassium channel tetramerisation domain containing 12,239217,16316
69605,Kctd9,potassium channel tetramerisation domain containing 9,105440,9754
51446,Kdm5b,lysine (K)-specific demethylase 5B,75605,48448
16315,Kdr,kinase insert domain protein receptor,16542,55639
16347,Kif5c,kinesin family member 5C,16574,56234
16363,Kit,kit oncogene,16590,187
17080,Kitl,kit ligand,17311,692
42120,Klf15,Kruppel-like factor 15,66277,8553
16371,Klf2,Kruppel-like factor 2 (lung),16598,7395
16373,Klf4,Kruppel-like factor 4 (gut),16600,3123
12009,Klf5,Kruppel-like factor 5,12224,37520
23602,Klf6,Kruppel-like factor 6,23849,996
60343,Klf7,Kruppel-like factor 7 (ubiquitous),93691,2751
83975,Klhl29,kelch-like 29,208439,66272
87181,Kmt2c,lysine (K)-specific methyltransferase 2C,231051,46480
120035,Kmt2d,lysine (K)-specific methyltransferase 2D,381022,86893
58251,Kremen1,kringle containing transmembrane protein 1,84035,12935
48857,Kremen2,kringle containing transmembrane protein 2,73016,65132
16500,L1cam,L1 cell adhesion molecule,16728,20128
88886,L3mbtl1,l(3)mbt-like (Drosophila),241764,41846
16544,Lama1,"laminin, alpha 1",16772,21146
16546,Lama3,"laminin, alpha 3",16774,18279
16549,Lamb1,laminin B1,16777,1722
16552,Lamb3,"laminin, beta 3",16780,191
52002,Lamp5,"lysosomal-associated membrane protein family, member 5",76161,8173
76980,Laptm4b,lysosomal-associated protein transmembrane 4B,114128,10182
16566,Large,like-glycosyltransferase,16795,7810
89294,Layn,layilin,244864,18716
53729,Lbh,limb-bud and heart,77889,12687
16585,Lbx1,ladybird homeobox homolog 1 (Drosophila),16814,4784
16586,Lbx2,ladybird homeobox homolog 2 (Drosophila),16815,36314
84411,Lcor,ligand dependent nuclear receptor corepressor,212391,18153
16596,Ldb1,LIM domain binding 1,16825,2891
16597,Ldb2,LIM domain binding 2,16826,989
16613,Lef1,lymphoid enhancer binding factor 1,16842,7813
13368,Lefty1,left right determination factor 1,13590,49231
107137,Lefty2,left-right determination factor 2,320202,2434
16618,Lepr,leptin receptor,16847,1731
44456,Letmd1,LETM1 domain containing 1,68614,9128
16619,Lfng,LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase,16848,22475
16623,Lgals1,"lectin, galactose binding, soluble 1",16852,7399
89814,Lgi2,"leucine-rich repeat LGI family, member 2",246316,10048
84562,Lgi3,"leucine-rich repeat LGI family, member 3",213469,16406
18904,Lgmn,legumain,19141,38075
16640,Lhx1,LIM homeobox protein 1,16869,4068
16641,Lhx2,LIM homeobox protein 2,16870,55848
16642,Lhx3,LIM homeobox protein 3,16871,7814
16643,Lhx4,LIM homeobox protein 4,16872,56497
16644,Lhx5,LIM homeobox protein 5,16873,40621
16645,Lhx6,LIM homeobox protein 6,16874,7401
16646,Lhx8,LIM homeobox protein 8,16875,62661
16647,Lhx9,LIM homeobox protein 9,16876,7816
16651,Lifr,leukemia inhibitory factor receptor,16880,1735
16656,Limk1,"LIM-domain containing, protein kinase",16885,1738
74984,Lims1,LIM and senescent cell antigen-like domains 1,110829,68428
88047,Lman1l,"lectin, mannose-binding 1 like",235416,11047
29927,Lmcd1,LIM and cysteine-rich domains 1,30937,22823
73752,Lmo1,LIM domain only 1,109594,48101
16679,Lmo2,LIM domain only 2,16909,4072
73751,Lmo3,LIM domain only 3,109593,38552
16681,Lmo4,LIM domain only 4,16911,4927
87332,Lmtk2,lemur tyrosine kinase 2,231876,8948
120482,Lmtk3,lemur tyrosine kinase 3,381983,79449
74804,Lmx1a,LIM homeobox transcription factor 1 alpha,110648,24921
16687,Lmx1b,LIM homeobox transcription factor 1 beta,16917,55648
129337,LOC432748,similar to ras responsive element binding protein 1; RAS-responsive element binding protein-1; DNA-binding protein,432748,
129813,LOC433228,hypothetical gene supported by AK082257,433228,
130020,LOC433436,"similar to titin isoform N2-A; connectin; CMH9, included; cardiomyopathy, dilated 1G (autosomal dominant)",433436,
142666,LOC545810,-,545810,
143363,LOC546316,-,546316,
16719,Loxl1,lysyl oxidase-like 1,16949,4074
60979,Loxl2,lysyl oxidase-like 2,94352,1742
16726,Lpl,lipoprotein lipase,16956,200
16740,Lrmp,lymphoid-restricted membrane protein,16970,4483
16741,Lrp1,low density lipoprotein receptor-related protein 1,16971,1744
16743,Lrp5,low density lipoprotein receptor-related protein 5,16973,1746
16744,Lrp6,low density lipoprotein receptor-related protein 6,16974,1747
16745,Lrp8,"low density lipoprotein receptor-related protein 8, apolipoprotein e receptor",16975,31250
82847,Lrrc4,leucine rich repeat containing 4,192198,36403
42568,Lrrk2,leucine-rich repeat kinase 2,66725,18982
16751,Lrrn3,"leucine rich repeat protein 3, neuronal",16981,36315
50183,Lrrtm1,leucine rich repeat transmembrane neuronal 1,74342,41763
33428,Lsr,lipolysis stimulated lipoprotein receptor,54135,9306
16775,Ltk,leukocyte tyrosine kinase,17005,130502
16805,Lxn,latexin,17035,36361
23686,Ly6h,"lymphocyte antigen 6 complex, locus H",23934,1758
16865,Lyl1,lymphoblastomic leukemia 1,17095,4078
48426,Lypd1,Ly6/Plaur domain containing 1,72585,16937
16875,Lyz2,lysozyme 2,17105,124183
42706,Lztr1,"leucine-zipper-like transcriptional regulator, 1",66863,4925
84266,Lzts1,"leucine zipper, putative tumor suppressor 1",211134,10873
62728,Mael,maelstrom homolog (Drosophila),98558,13143
16902,Maf,avian musculoaponeurotic fibrosarcoma (v-maf) AS42 oncogene homolog,17132,74552
44719,Maf1,MAF1 homolog (S. cerevisiae),68877,49867
119719,Mafa,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein A (avian)",378435,65867
16430,Mafb,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein B (avian)",16658,31315
16904,Mafg,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein G (avian)",17134,81816
16905,Mafk,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein K (avian)",17135,1770
60907,Maged1,"melanoma antigen, family D, 1",94275,5077
67973,Maml1,mastermind like 1 (Drosophila),103806,8845
16930,Maoa,monoamine oxidase A,17161,203
73888,Maob,monoamine oxidase B,109731,20251
17523,Map2,microtubule-associated protein 2,17756,
26157,Map3k7,mitogen-activated protein kinase kinase kinase 7,26409,37743
26162,Mapk10,mitogen-activated protein kinase 10,26414,56439
26167,Mapk8,mitogen-activated protein kinase 8,26419,56760
29947,Mapk8ip3,mitogen-activated protein kinase 8 interacting protein 3,30957,22790
26168,Mapk9,mitogen-activated protein kinase 9,26420,55685
17529,Mapt,microtubule-associated protein tau,17762,74962
17125,Marcksl1,MARCKS-like 1,17357,40748
16956,Max,Max protein,17187,1786
16957,Maz,MYC-associated zinc finger protein (purine-binding transcription factor),17188,1787
16965,Mbp,myelin basic protein,17196,1788
16970,Mc3r,melanocortin 3 receptor,17201,7412
16971,Mc4r,melanocortin 4 receptor,17202,4320
141246,mCG146432,AB mCG146432,,
83907,Mchr1,melanin-concentrating hormone receptor 1,207911,21097
50603,Mdga1,MAM domain containing glycosylphosphatidylinositol anchor 1,74762,17780
17216,Mdh2,"malate dehydrogenase 2, NAD (mitochondrial)",17448,55938
37587,Med12,mediator complex subunit 12,59024,68441
45633,Med6,mediator complex subunit 6,69792,3990
17027,Mef2a,myocyte enhancer factor 2A,17258,4080
17028,Mef2b,myocyte enhancer factor 2B,17259,48381
17029,Mef2c,myocyte enhancer factor 2C,17260,31087
17030,Mef2d,myocyte enhancer factor 2D,17261,4327
17037,Meis1,Meis homeobox 1,17268,86803
17303,Meis2,Meis homeobox 2,17536,7846
17304,Meis3,Meis homeobox 3,17537,7425
17054,Meox1,mesenchyme homeobox 1,17285,3326
17055,Meox2,mesenchyme homeobox 2,17286,4330
17058,Mertk,c-mer proto-oncogene tyrosine kinase,17289,4626
43786,Mesdc2,mesoderm development candidate 2,67943,11347
17061,Mesp1,mesoderm posterior 1,17292,32039
17062,Mesp2,mesoderm posterior 2,17293,7420
17063,Mest,mesoderm specific transcript,17294,1800
17064,Met,met proto-oncogene,17295,206
52134,Mfap4,microfibrillar-associated protein 4,76293,36098
17073,Mfge8,milk fat globule-EGF factor 8 protein,17304,4334
29543,Mga,MAX gene associated,29808,49351
92513,Mgat5b,"mannoside acetylglucosaminyltransferase 5, isoenzyme B",268510,27821
42290,Mgst3,microsomal glutathione S-transferase 3,66447,3327
86214,Mib1,mindbomb homolog 1 (Drosophila),225164,10810
52421,Mib2,mindbomb homolog 2 (Drosophila),76580,16062
17087,Mid1,midline 1,17318,7837
17111,Mitf,microphthalmia-associated transcription factor,17342,4892
26962,Mixl1,Mix1 homeobox-like 1 (Xenopus laevis),27217,8445
84230,Mkx,mohawk homeobox,210719,72239
21189,Mlx,MAX-like protein X,21428,7969
83930,Mlxip,MLX interacting protein,208104,22851
37368,Mlxipl,MLX interacting protein-like,58805,32507
17163,Mmp9,matrix metallopeptidase 9,17395,3659
17196,Mnt,max binding protein,17428,7842
15060,Mnx1,motor neuron and pancreas homeobox 1,15285,21137
17201,Mobp,myelin-associated oligodendrocytic basic protein,17433,32040
17209,Mog,myelin oligodendrocyte glycoprotein,17441,111009
17244,Mpeg1,macrophage expressed gene 1,17476,11216
85966,Mpped1,metallophosphoesterase domain containing 1,223726,15012
17448,Msc,musculin,17681,3738
35467,Msgn1,mesogenin 1,56184,10466
15011,Mst1,macrophage stimulating 1 (hepatocyte growth factor-like),15235,7360
19645,Mst1r,macrophage stimulating 1 receptor (c-met-related tyrosine kinase),19882,1835
17467,Mstn,myostatin,17700,3850
17468,Msx1,msh homeobox 1,17701,1836
17469,Msx2,msh homeobox 2,17702,1837
17470,Msx3,msh homeobox 3,17703,101667
78178,Mta1,metastasis associated 1,116870,3442
23693,Mta2,"metastasis-associated gene family, member 2",23942,3480
78179,Mta3,metastasis associated 3,116871,14282
50079,Mterf2,mitochondrial transcription termination factor 2,74238,11869
17531,Mtf1,metal response element binding transcription factor 1,17764,4347
17532,Mtf2,metal response element binding transcription factor 2,17765,7207
35996,Mtor,mechanistic target of rapamycin (serine/threonine kinase),56717,3637
17965,Musk,"muscle, skeletal, receptor tyrosine kinase",18198,4084
16889,Mxd1,MAX dimerization protein 1,17119,1767
16891,Mxd3,Max dimerization protein 3,17121,32333
16892,Mxd4,Max dimerization protein 4,17122,4712
17626,Mxi1,Max interacting protein 1,17859,4351
17630,Myb,myeloblastosis oncogene,17863,31311
18199,Mybbp1a,MYB binding protein (P160) 1a,18432,40954
17631,Mybl1,myeloblastosis oncogene-like 1,17864,32045
17632,Mybl2,myeloblastosis oncogene-like 2,17865,1847
73431,Mybpc1,"myosin binding protein C, slow-type",109272,1846
17636,Myc,myelocytomatosis oncogene,17869,31092
69854,Mycbp2,MYC binding protein 2,105689,9005
16688,Mycl,"v-myc myelocytomatosis viral oncogene homolog, lung carcinoma derived (avian)",16918,3921
17876,Mycn,"v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian)",18109,3922
17637,Mycs,"myc-like oncogene, s-myc protein",17870,7854
17644,Myf5,myogenic factor 5,17877,4085
17645,Myf6,myogenic factor 6,17878,1850
53419,Myh10,"myosin, heavy polypeptide 10, non-muscle",77579,55941
17653,Myh9,"myosin, heavy polypeptide 9, non-muscle",17886,129835
71754,Mylk,"myosin, light polypeptide kinase",107589,14202
17693,Myoc,myocilin,17926,220
17694,Myod1,myogenic differentiation 1,17927,7857
17695,Myog,myogenin,17928,1854
17699,Myt1,myelin transcription factor 1,17932,3332
17700,Myt1l,myelin transcription factor 1-like,17933,7435
17703,Nab1,Ngfi-A binding protein 1,17936,4352
47791,Nanog,Nanog homeobox,71950,78027
17734,Ncam1,neural cell adhesion molecule 1,17967,40754
17735,Ncam2,neural cell adhesion molecule 2,17968,3336
17741,Nck2,non-catalytic region of tyrosine kinase adaptor protein 2,17974,20794
30368,Nckap1,NCK-associated protein 1,50884,8384
17744,Ncoa1,nuclear receptor coactivator 1,17977,7859
17745,Ncoa2,nuclear receptor coactivator 2,17978,4768
17746,Ncoa3,nuclear receptor coactivator 3,17979,4764
35686,Ncoa6,nuclear receptor coactivator 6,56406,40920
19948,Ncor1,nuclear receptor co-repressor 1,20185,38166
20364,Ncor2,nuclear receptor co-repressor 2,20602,31370
37711,Ncstn,nicastrin,59287,41029
43046,Nde1,nuclear distribution gene E homolog 1 (A nidulans),67203,32354
57675,Ndel1,nuclear distribution gene E-like homolog 1 (A. nidulans),83431,32567
44012,Ndnf,neuron-derived neurotrophic factor,68169,11593
41177,Ndst4,N-deacetylase/N-sulfotransferase (heparin glucosaminyl) 4,64580,11208
78444,Necab2,N-terminal EF-hand calcium binding protein 2,117148,62200
119884,Nefh,"neurofilament, heavy polypeptide",380684,40755
37685,Nek7,NIMA (never in mitosis gene a)-related expressed kinase 7,59125,69340
17774,Neo1,neogenin,18007,1870
17775,Nes,nestin,18008,31391
17779,Neurod1,neurogenic differentiation 1,18012,1871
17780,Neurod2,neurogenic differentiation 2,18013,4489
11709,Neurod4,neurogenic differentiation 4,11923,7234
11708,Neurod6,neurogenic differentiation 6,11922,7632
17781,Neurog1,neurogenin 1,18014,4490
11710,Neurog2,neurogenin 2,11924,7633
11711,Neurog3,neurogenin 3,11925,40692
17782,Nf1,neurofibromatosis 1,18015,226
92672,Nfasc,neurofascin,269116,24945
33737,Nfat5,nuclear factor of activated T cells 5,54446,4811
17785,Nfatc1,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1",18018,32336
17786,Nfatc2,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2",18019,7861
17788,Nfatc3,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3",18021,27827
49022,Nfatc4,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 4",73181,3349
17789,Nfe2,"nuclear factor, erythroid derived 2",18022,4491
17790,Nfe2l1,"nuclear factor, erythroid derived 2,-like 1",18023,20685
17791,Nfe2l2,"nuclear factor, erythroid derived 2, like 2",18024,2412
17792,Nfe2l3,"nuclear factor, erythroid derived 2, like 3",18025,3168
17794,Nfia,nuclear factor I/A,18027,4086
17795,Nfib,nuclear factor I/B,18028,4087
17796,Nfic,nuclear factor I/C,18029,4088
17797,Nfil3,"nuclear factor, interleukin 3, regulated",18030,3928
17799,Nfix,nuclear factor I/X,18032,1872
17800,Nfkb1,"nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105",18033,2971
17802,Nfkbia,"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, alpha",18035,7863
17804,Nfkbie,"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, epsilon",18037,36160
65148,Nfxl1,"nuclear transcription factor, X-box binding-like 1",100978,26752
17811,Nfya,nuclear transcription factor-Y alpha,18044,32114
17812,Nfyb,nuclear transcription factor-Y beta,18045,38149
17813,Nfyc,nuclear transcription factor-Y gamma,18046,7440
33266,Ngef,neuronal guanine nucleotide exchange factor,53972,75120
17816,Ngf,nerve growth factor,18049,1876
17820,Ngfr,"nerve growth factor receptor (TNFR superfamily, member 16)",18053,1877
17838,Nhlh1,nescient helix loop helix 1,18071,4089
17839,Nhlh2,nescient helix loop helix 2,18072,4090
60608,Nkd1,naked cuticle 1 homolog (Drosophila),93960,12343
48134,Nkd2,naked cuticle 2 homolog (Drosophila),72293,12459
159922,Nkx1-1,"NK1 transcription factor related, locus 1 (Drosophila)",672284,78303
19994,Nkx1-2,"NK1 transcription factor related, locus 2 (Drosophila)",20231,7525
21628,Nkx2-1,NK2 homeobox 1,21869,2488
17855,Nkx2-2,NK2 homeobox 2,18088,1879
17856,Nkx2-3,NK2 homeobox 3,18089,17061
86764,Nkx2-4,NK2 homeobox 4,228731,41526
17859,Nkx2-6,NK2 homeobox 6,18092,22604
17861,Nkx2-9,NK2 homeobox 9,18094,7444
17862,Nkx3-1,"NK-3 transcription factor, locus 1 (Drosophila)",18095,4494
11806,Nkx3-2,NK3 homeobox 2,12020,68168
17863,Nkx6-1,NK6 homeobox 1,18096,4495
14688,Nkx6-2,NK6 homeobox 2,14912,18580
50402,Nkx6-3,NK6 homeobox 3,74561,46375
85106,Nle1,notchless homolog 1 (Drosophila),217011,5494
17866,Nlk,nemo like kinase,18099,130631
43882,Nmb,neuromedin B,68039,36392
17868,Nmbr,neuromedin B receptor,18101,20560
43667,Nmral1,NmrA-like family domain containing 1,67824,41388
17878,Nnat,neuronatin,18111,36176
18058,Nobox,NOBOX oogenesis homeobox,18291,51066
17886,Nodal,nodal,18119,8417
17888,Nog,noggin,18121,3979
17892,Nos1,"nitric oxide synthase 1, neuronal",18125,37327
46570,Nos1ap,nitric oxide synthase 1 (neuronal) adaptor protein,70729,40976
17894,Nos3,"nitric oxide synthase 3, endothelial cell",18127,504
17895,Notch1,notch 1,18128,32049
17896,Notch2,notch 2,18129,7865
17898,Notch3,notch 3,18131,376
17899,Notch4,notch 4,18132,3351
17900,Nov,nephroblastoma overexpressed gene,18133,1884
17909,Npas1,neuronal PAS domain protein 1,18142,1886
17910,Npas2,neuronal PAS domain protein 2,18143,1887
27131,Npas3,neuronal PAS domain protein 3,27386,8461
86310,Npas4,neuronal PAS domain protein 4,225872,15333
33906,Npff,neuropeptide FF-amide peptide precursor,54615,48236
68608,Npffr2,neuropeptide FF receptor 2,104443,56982
106174,Npsr1,neuropeptide S receptor 1,319239,45515
37991,Npvf,neuropeptide VF precursor,60531,11064
73806,Npy,neuropeptide Y,109648,697
17933,Npy1r,neuropeptide Y receptor Y1,18166,700
17934,Npy2r,neuropeptide Y receptor Y2,18167,701
17935,Npy5r,neuropeptide Y receptor Y5,18168,21241
11401,Nr0b1,"nuclear receptor subfamily 0, group B, member 1",11614,403
23708,Nr0b2,"nuclear receptor subfamily 0, group B, member 2",23957,8030
85138,Nr1d1,"nuclear receptor subfamily 1, group D, member 1",217166,23324
110666,Nr1d2,"nuclear receptor subfamily 1, group D, member 2",353187,3763
22017,Nr1h2,"nuclear receptor subfamily 1, group H, member 2",22260,21397
22016,Nr1h3,"nuclear receptor subfamily 1, group H, member 3",22259,21165
19949,Nr1h4,"nuclear receptor subfamily 1, group H, member 4",20186,3760
120237,Nr1h5,"nuclear receptor subfamily 1, group H, member 5",381463,131277
17938,Nr1i2,"nuclear receptor subfamily 1, group I, member 2",18171,40757
12140,Nr1i3,"nuclear receptor subfamily 1, group I, member 3",12355,3759
21782,Nr2c1,"nuclear receptor subfamily 2, group C, member 1",22025,55731
21783,Nr2c2,"nuclear receptor subfamily 2, group C, member 2",22026,2475
21664,Nr2e1,"nuclear receptor subfamily 2, group E, member 1",21907,37750
23709,Nr2e3,"nuclear receptor subfamily 2, group E, member 3",23958,84397
13643,Nr2f1,"nuclear receptor subfamily 2, group F, member 1",13865,21158
11606,Nr2f2,"nuclear receptor subfamily 2, group F, member 2",11819,7628
13642,Nr2f6,"nuclear receptor subfamily 2, group F, member 6",13864,7706
14591,Nr3c1,"nuclear receptor subfamily 3, group C, member 1",14815,30960
74939,Nr3c2,"nuclear receptor subfamily 3, group C, member 2",110784,121495
15145,Nr4a1,"nuclear receptor subfamily 4, group A, member 1",15370,1612
17994,Nr4a2,"nuclear receptor subfamily 4, group A, member 2",18227,4509
17891,Nr4a3,"nuclear receptor subfamily 4, group A, member 3",18124,5074
26171,Nr5a1,"nuclear receptor subfamily 5, group A, member 1",26423,3638
26172,Nr5a2,"nuclear receptor subfamily 5, group A, member 2",26424,20827
14312,Nr6a1,"nuclear receptor subfamily 6, group A, member 1",14536,36308
106439,Nrcam,neuronal cell adhesion molecule,319504,21041
84285,Nrg1,neuregulin 1,211323,8509
120090,Nrg2,neuregulin 2,100042150,75024
17950,Nrg3,neuregulin 3,18183,32051
58177,Nrg4,neuregulin 4,83961,12921
40644,Nrgn,neurogranin,64011,4500
92612,Nrip1,nuclear receptor interacting protein 1,268903,2606
37806,Nrip2,nuclear receptor interacting protein 2,60345,11023
54433,Nrip3,nuclear receptor interacting protein 3,78593,10764
17952,Nrl,neural retina leucine zipper gene,18185,4501
44246,Nrn1,neuritin 1,68404,9577
17953,Nrp1,neuropilin 1,18186,2876
17954,Nrp2,neuropilin 2,18187,2875
17955,Nrtn,neurturin,18188,7450
17956,Nrxn1,neurexin I,18189,21005
17960,Nsd1,nuclear receptor-binding SET-domain protein 1,18193,32543
17972,Ntf3,neurotrophin 3,18205,1896
54245,Ntf5,neurotrophin 5,78405,4503
87964,Ntm,neurotrimin,235106,41139
17975,Ntn1,netrin 1,18208,21008
17976,Ntn3,netrin 3,18209,74567
37036,Ntn4,netrin 4,57764,10934
56653,Ntng1,netrin G1,80883,8949
82364,Ntng2,netrin G2,171171,13053
17978,Ntrk1,"neurotrophic tyrosine kinase, receptor, type 1",18211,1898
17979,Ntrk2,"neurotrophic tyrosine kinase, receptor, type 2",18212,4504
17980,Ntrk3,"neurotrophic tyrosine kinase, receptor, type 3",18213,49183
43248,Nts,neurotensin,67405,4506
17983,Ntsr1,neurotensin receptor 1,18216,68261
17984,Ntsr2,neurotensin receptor 2,18217,7452
32802,Nucb2,nucleobindin 2,53322,3676
17989,Numb,numb gene homolog (Drosophila),18222,2775
17990,Numbl,numb-like,18223,68413
